COMPETITION_WYID,SEASON_WYID,PLAYER_WYID,SHORTNAME,FIRSTNAME,MIDDLENAME,LASTNAME,HEIGHT,WEIGHT,BIRTHDATE,BIRTHAREA_WYID,PASSPORTAREA_WYID,ROLENAME,ROLECODE2,ROLECODE3,FOOT,CURRENTTEAM_WYID,CURRENTNATIONALTEAM_WYID,GENDER,STATUS,IMAGEDATAURL
335,187483,516196,T. Mølgaard,Tobias,,Mølgaard Henriksen,182,75,1996-07-22,208,208,Defender,DF,DEF,right,7457,,male,active,https://cdn5.wyscout.com/photos/players/public/g493911_100x130.png
335,187483,516745,L. Engel,Lukas,,Ahlefeld Engel,178,72,1998-12-14,208,208,Defender,DF,DEF,left,1620,,male,active,https://cdn5.wyscout.com/photos/players/public/g494213_100x130.png
335,187483,520617,Y. Bisseck,Yann Aurel,,Bisseck,196,87,2000-11-29,276,120,Defender,DF,DEF,right,3161,,male,active,https://cdn5.wyscout.com/photos/players/public/g496914_100x130.png
335,188039,605814,P. Bizoza,Parfait,,Bizoza,186,80,1999-03-03,578,108,Midfielder,MD,MID,right,7114,,male,active,https://cdn5.wyscout.com/photos/players/public/g-120328_100x130.png
335,188039,605625,A. Gigović,Armin,,Gigović,187,77,2002-04-06,752,70,Midfielder,MD,MID,right,2496,10001,male,active,https://cdn5.wyscout.com/photos/players/public/g-120139_100x130.png
335,188039,604348,G. Ullits,Gustav ,,Ullits,183,0,2004-01-28,288,208,Goalkeeper,GK,GKP,,,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,604331,M. Sauer,Mathias,,Dahl Sauer,181,74,2004-04-02,208,208,Midfielder,MD,MID,left,7114,7714,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,603969,G. Dahl,Gustav Bonde,,Dahl,178,0,2004-03-20,208,208,Midfielder,MD,MID,right,7728,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,603456,A. Jatta,Alassana,,Jatta,192,75,1999-01-12,270,270,Forward,FW,FWD,right,1677,,male,active,https://cdn5.wyscout.com/photos/players/public/g-117973_100x130.png
335,188039,602976,Emam Ashour,Emam Metwally,,Ashour Abdelghany,181,72,1998-02-20,818,818,Midfielder,MD,MID,right,16041,16129,male,active,https://cdn5.wyscout.com/photos/players/public/g-117493_100x130.png
335,188039,599991,H. Haraldsson,Hákon Arnar,,Haraldsson,180,73,2003-04-10,352,352,Midfielder,MD,MID,right,3776,7839,male,active,https://cdn5.wyscout.com/photos/players/public/g-114514_100x130.png
335,188039,594473,T. Storm,Tobias,,Storm,182,72,2004-06-04,208,208,Midfielder,MD,MID,right,7484,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,593207,E. Achouri,Mohamed Elias ,,Achouri,177,68,1999-02-10,250,788,Forward,FW,FWD,right,7452,16276,male,active,https://cdn5.wyscout.com/photos/players/public/g-107741_100x130.png
335,188039,592744,K. Barslund,Kaare,,Barslund,182,75,2004-03-23,208,208,Defender,DF,DEF,right,6725,7714,male,active,https://cdn5.wyscout.com/photos/players/public/g-107279_100x130.png
335,188039,591140,J. Meyer,Johan,,Meyer,192,80,2004-01-05,208,208,Defender,DF,DEF,right,7451,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,586625,I. Jóhannesson,Ísak,,Bergmann Jóhannesson,184,72,2003-03-23,826,352,Midfielder,MD,MID,left,2502,7839,male,active,https://cdn5.wyscout.com/photos/players/public/g-101171_100x130.png
335,188039,585559,A. Amoo,Akinkunmi,,Amoo,163,68,2002-06-07,566,566,Midfielder,MD,MID,left,,,male,active,https://cdn5.wyscout.com/photos/players/public/g-100105_100x130.png
335,188039,584117,F. Tongya,Franco Daryl,,Tongya Heubang,175,71,2002-03-13,380,120,Forward,FW,FWD,right,3192,3763,male,active,https://cdn5.wyscout.com/photos/players/public/g-98664_100x130.png
335,188039,579790,O. Olsson,Oliver Carl,,Olsson,189,80,2003-05-25,208,208,Defender,DF,DEF,right,,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,579416,A. Beck Jensen,Asker,,Beck Jensen,0,0,2003-07-07,208,208,Midfielder,MD,MID,,7622,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,579415,T. Kristensen,Thomas,,Thiesson Kristensen,198,85,2002-01-17,208,208,Defender,DF,DEF,right,3163,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-93967_100x130.png
335,188039,579409,V. Lund,Valdemar,,Lund Jensen,193,83,2003-05-28,208,208,Defender,DF,DEF,left,7098,,male,active,https://cdn5.wyscout.com/photos/players/public/g-93961_100x130.png
335,188039,579401,F. Isaki,Fisnik,,Isaki,178,68,2003-04-27,807,208,Forward,FW,FWD,left,7470,10079,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,679881,L. Kirkegaard,Lukas Emil,,Kirkegaard,0,0,2005-05-19,208,208,Defender,DF,DEF,right,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g-192651_100x130.png
335,188945,679874,J. Vester,Jakob,,Vester Nielsen,182,79,2004-12-28,208,208,Midfielder,MD,MID,right,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,679868,K. Kiilerich,Kasper,,Hartly Kiilerich,198,78,2005-11-22,208,208,Goalkeeper,GK,GKP,right,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g-192638_100x130.png
335,188945,679438,R. Bardghji,Roony,,Bardghji,173,70,2005-11-15,752,760,Forward,FW,FWD,left,7452,7054,male,active,https://cdn5.wyscout.com/photos/players/public/g-192208_100x130.png
335,188945,679431,O. Højer,Oliver,,Højer,0,0,2007-01-24,208,208,Midfielder,MD,MID,right,23732,28604,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,679428,M. Gogorza,Mikel Johan,,Gogorza Krüger-Johnsen,0,0,2006-09-27,208,250,Forward,FW,FWD,,23729,7717,male,active,https://cdn5.wyscout.com/photos/players/public/g-192198_100x130.png
335,188945,679423,V. Froholdt,Victor,,Froholdt,0,0,2006-02-25,208,208,Midfielder,MD,MID,right,23732,7717,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,679415,O. Gadeberg-Buur,Oscar,,Gadeberg-Buur,0,0,2006-10-29,208,208,Goalkeeper,GK,GKP,right,23732,7717,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,679239,J. Nielsen,Julius,,Nielsen,0,0,2006-04-26,208,208,Midfielder,MD,MID,right,23736,7717,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,679185,S. Ngabo,Sanders,,Ngabo,174,66,2004-07-04,208,108,Midfielder,MD,MID,right,7465,7714,male,active,https://cdn5.wyscout.com/photos/players/public/g-191957_100x130.png
335,188945,678992,L. Pedersen,Laurits,,Raun Pedersen,0,0,2006-01-25,208,208,Midfielder,MD,MID,right,7462,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,678661,M. Albæk,Max,,Albæk Andersen,0,0,2006-02-19,208,208,Midfielder,MD,MID,,23737,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,678648,T. Slotsager,Tobias,,Slotsager,189,80,2006-01-01,208,208,Defender,DF,DEF,right,7460,7717,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,676912,H. Heggheim,Henrik,,Heggheim,189,77,2001-04-22,578,578,Defender,DF,DEF,right,7100,,male,active,https://cdn5.wyscout.com/photos/players/public/g-189687_100x130.png
335,188945,668034,A. Gabriel,Adam,,Gabriel,190,84,2001-05-28,203,203,Defender,DF,DEF,right,7455,,male,active,https://cdn5.wyscout.com/photos/players/public/g-180858_100x130.png
335,188945,660941,V. Hjorth,Viktor,,Stensgaard Hjorth,0,0,2005-03-06,208,208,Defender,DF,DEF,right,7491,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,658561,Y. Suzuki,Yuito,,Suzuki,175,66,2001-10-25,392,392,Forward,FW,FWD,right,7453,12913,male,active,https://cdn5.wyscout.com/photos/players/public/g-172920_100x130.png
335,188945,651679,Renato Júnior,Renato ,,Barbosa dos Santos Júnior,190,82,2002-06-05,76,76,Forward,FW,FWD,right,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g-166041_100x130.png
335,188945,646383,P. Ortíz,Pablo Antonio,,Ortíz Cabezas,190,77,2000-06-08,170,170,Defender,DF,DEF,left,14390,,male,active,https://cdn5.wyscout.com/photos/players/public/g-160769_100x130.png
335,188945,638476,I. Said,Ibrahim Muhammad,,Said,173,67,2002-06-15,566,566,Midfielder,MD,MID,right,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g-152918_100x130.png
335,188945,620379,M. Dorgeles,Mario,,Dorgeles,177,67,2004-08-07,384,384,Midfielder,MD,MID,left,7458,17980,male,active,https://cdn5.wyscout.com/photos/players/public/g-134884_100x130.png
335,188945,620366,A. Nagalo,Adamo,,Nagalo,185,75,2002-09-22,854,384,Defender,DF,DEF,right,11,18938,male,active,https://cdn5.wyscout.com/photos/players/public/g-134871_100x130.png
335,188945,620140,V. Westh,Villads,,Westh,0,0,2004-04-25,208,208,Midfielder,MD,MID,,7622,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,619990,Z. Sertdemir,Batuhan Zidan,,Sertdemir,182,76,2005-02-04,208,792,Midfielder,MD,MID,left,7458,7714,male,active,https://cdn5.wyscout.com/photos/players/public/g-134495_100x130.png
335,188945,619908,A. Gaaei,Anton,,Gaaei,183,73,2002-11-19,208,208,Defender,DF,DEF,right,9,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-134413_100x130.png
335,188945,619684,L. Benjamin,Luca Kold,,Benjamin ,0,0,2004-05-13,208,208,Midfielder,MD,MID,,,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,619567,M. Enggård,Mads,,Enggård,179,65,2004-01-20,208,208,Midfielder,MD,MID,right,7098,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-134072_100x130.png
335,188945,619472,J. Voldby,Julius Voldby Rosenberg ,,Hansen,0,0,2005-06-09,208,208,Forward,FW,FWD,,7470,,male,active,https://cdn5.wyscout.com/photos/players/public/g-133977_100x130.png
335,188945,618112,J. Gomez,James,,Gomez,189,80,2001-11-14,270,270,Defender,DF,DEF,right,7460,18728,male,active,https://cdn5.wyscout.com/photos/players/public/g-132617_100x130.png
335,188945,612815,M. Andreasen,Mathias,,Andreasen,0,0,2003-10-08,208,208,Forward,FW,FWD,right,7490,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,612346,W. Clem,William,,Clem,178,74,2004-06-20,208,578,Midfielder,MD,MID,right,7452,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-126852_100x130.png
335,188945,612342,J. Adjei-Broni,Jeffrey,,Adjei-Broni,0,0,2004-04-15,288,208,Forward,FW,FWD,left,7490,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,612340,W. Kaastrup,William,,Elgaard Kaastrup,178,69,2004-03-21,208,208,Defender,DF,DEF,left,,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,609861,M. Agnarsson,Martin,,Agnarsson,172,67,2003-12-07,234,234,Defender,DF,DEF,left,7502,11235,male,active,https://cdn5.wyscout.com/photos/players/public/g-124368_100x130.png
335,188945,609745,M. Nielsen,Magnus,,Worsøe Nielsen,194,82,2004-08-04,208,208,Goalkeeper,GK,GKP,right,7488,7714,male,active,https://cdn5.wyscout.com/photos/players/public/g-124252_100x130.png
335,188945,609365,F. Bundgaard,Filip,,Bundgaard Kristensen,176,67,2004-07-03,208,208,Forward,FW,FWD,left,7453,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-123873_100x130.png
335,188945,607738,A. Bøndergaard,Asbjørn,,Bøndergaard,0,0,2004-05-05,208,208,Forward,FW,FWD,right,7469,7714,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,607496,O. Óskarsson,Orri Steinn,,Óskarsson,186,78,2004-08-29,352,352,Forward,FW,FWD,right,687,7839,male,active,https://cdn5.wyscout.com/photos/players/public/g-122010_100x130.png
335,188945,606703,L. Hey,Lucas,,Boel Hey,189,80,2003-04-13,208,208,Defender,DF,DEF,right,7458,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-121217_100x130.png
335,188945,605991,M. Diomandé,Mohammed Baba,,Diomandé,175,75,2001-10-30,384,288,Midfielder,MD,MID,left,8509,17980,male,active,https://cdn5.wyscout.com/photos/players/public/g-120505_100x130.png
335,188039,270159,M. Thychosen,Mads Døhr,,Thychosen,178,65,1997-06-27,208,208,Defender,DF,DEF,right,6716,,male,active,https://cdn5.wyscout.com/photos/players/public/g304909_100x130.png
335,188039,277713,C. Johansson,Carl,,Johansson,189,82,1994-05-23,752,752,Defender,DF,DEF,right,2496,,male,active,https://cdn5.wyscout.com/photos/players/public/g310974_100x130.png
335,188039,279690,E. Babayan,Edgar,,Babayan,180,73,1995-10-28,208,51,Midfielder,MD,MID,left,7462,14947,male,active,https://cdn5.wyscout.com/photos/players/public/g313790_100x130.png
335,188039,281244,S. Gartenmann,Stefan,,Gartenmann,185,75,1997-02-02,208,208,Defender,DF,DEF,right,10183,,male,active,https://cdn5.wyscout.com/photos/players/public/g316056_100x130.png
335,188039,281249,K. Riis,Kristian,,Dirks Riis,189,84,1997-02-17,208,208,Defender,DF,DEF,right,,,male,active,https://cdn5.wyscout.com/photos/players/public/g316059_100x130.png
335,188039,281247,A. Munksgaard,Alexander,,Munksgaard Nielsen,181,75,1997-12-13,208,208,Defender,DF,DEF,right,11240,,male,active,https://cdn5.wyscout.com/photos/players/public/g316060_100x130.png
335,188039,281253,R. Corlu,Rezan,,Corlu,171,70,1997-08-07,208,792,Midfielder,MD,MID,left,7484,,male,active,https://cdn5.wyscout.com/photos/players/public/g316066_100x130.png
335,188039,284613,M. Kallesøe,Mikkel,,Kallesøe,193,80,1997-04-20,208,208,Defender,DF,DEF,right,7465,,male,active,https://cdn5.wyscout.com/photos/players/public/g317825_100x130.png
335,188039,284716,Diogo Gonçalves,Diogo António,,Cupido Gonçalves,178,70,1997-02-06,620,620,Midfielder,MD,MID,right,7871,,male,active,https://cdn5.wyscout.com/photos/players/public/g318340_100x130.png
335,188039,285763,P. Knudsen,Petur,,Knudsen,180,76,1998-04-21,234,234,Forward,FW,FWD,right,11174,11233,male,active,https://cdn5.wyscout.com/photos/players/public/g319279_100x130.png
335,188039,288618,T. Salquist,Tobias,,Salquist Nielsen,190,85,1995-05-18,208,208,Defender,DF,DEF,right,7848,,male,active,https://cdn5.wyscout.com/photos/players/public/g321958_100x130.png
335,188039,289668,F. Tingager,Frederik,,Tingager,198,94,1993-02-22,208,208,Defender,DF,DEF,right,7457,,male,active,https://cdn5.wyscout.com/photos/players/public/g323150_100x130.png
335,188039,296672,Paulinho,Paulo Victor,,da Silva,178,71,1995-01-03,76,76,Defender,DF,DEF,left,7455,,male,active,https://cdn5.wyscout.com/photos/players/public/g329221_100x130.png
335,188039,300647,M. Makarić,Milan,,Makarić,185,78,1995-10-04,688,688,Forward,FW,FWD,right,13273,,male,active,https://cdn5.wyscout.com/photos/players/public/g333812_100x130.png
335,188039,330540,M. Kaalund,Mads,,Kaalund Larsen,183,75,1996-08-16,208,208,Midfielder,MD,MID,right,7490,,male,active,https://cdn5.wyscout.com/photos/players/public/g343479_100x130.png
335,188039,331454,L. Musonda,Lubambo,,Musonda,171,75,1995-03-01,894,894,Defender,DF,DEF,right,2526,17649,male,active,https://cdn5.wyscout.com/photos/players/public/g345923_100x130.png
335,188039,334043,M. Greve,Mathias Peter,,Greve Petersen,186,77,1995-02-11,208,208,Midfielder,MD,MID,right,7462,,male,active,https://cdn5.wyscout.com/photos/players/public/g349525_100x130.png
335,188039,334056,N. Bürgy,Nicolas,,Bürgy,185,80,1995-08-07,756,756,Defender,DF,DEF,right,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g350335_100x130.png
335,188039,338639,J. Larsson,Jordan,,Larsson,175,68,1997-06-20,528,752,Forward,FW,FWD,left,7452,,male,active,https://cdn5.wyscout.com/photos/players/public/g351409_100x130.png
335,188039,335381,K. Diks,Kevin,,Diks,182,73,1996-10-06,528,528,Defender,DF,DEF,right,7452,,male,active,https://cdn5.wyscout.com/photos/players/public/g352759_100x130.png
335,187483,562226,M. Hannesbo,Malthe Marcus,,Hannesbo,185,76,2002-05-11,208,208,Midfielder,MD,MID,left,7488,,male,active,https://cdn5.wyscout.com/photos/players/public/g-76802_100x130.png
335,187483,562225,A. Gülstorff,Andreas,,Gülstorff Pedersen,185,75,2003-01-26,208,208,Goalkeeper,GK,GKP,left,7106,,male,active,https://cdn5.wyscout.com/photos/players/public/g-76801_100x130.png
335,187483,561927,C. Dursun,Can,,Dursun,193,84,1992-10-03,208,792,Goalkeeper,GK,GKP,right,,,male,active,https://cdn5.wyscout.com/photos/players/public/g-76504_100x130.png
335,187483,561595,E. Dall,Eskild,,Munk Dall,0,0,2003-01-08,208,208,Forward,FW,FWD,right,7469,,male,active,https://cdn5.wyscout.com/photos/players/public/g-76174_100x130.png
335,187483,555128,Heron,Heron,,Crespo da Silva,186,78,2000-08-17,76,76,Defender,DF,DEF,left,5680,,male,active,https://cdn5.wyscout.com/photos/players/public/g-69740_100x130.png
335,187483,552926,S. Adingra,Simon,,Adingra,175,65,2002-01-01,384,384,Forward,FW,FWD,right,1651,17980,male,active,https://cdn5.wyscout.com/photos/players/public/g-67549_100x130.png
335,187483,549469,A. Bredahl,Andreas,,Bredahl Pedersen,182,0,2003-03-13,208,208,Forward,FW,FWD,right,7470,,male,active,https://cdn5.wyscout.com/photos/players/public/g-65194_100x130.png
335,187483,549468,C. Wagner,Christian,,Wagner,186,77,2003-02-13,208,208,Forward,FW,FWD,right,7464,,male,active,https://cdn5.wyscout.com/photos/players/public/g-65193_100x130.png
335,187483,543966,W. Faghir,Wahid,,Faghir,186,83,2003-07-29,208,4,Forward,FW,FWD,right,2445,,male,active,https://cdn5.wyscout.com/photos/players/public/g-63458_100x130.png
335,187483,528964,J. Žambůrek,Jan,,Žambůrek,182,70,2001-02-13,203,203,Midfielder,MD,MID,left,30,,male,active,https://cdn5.wyscout.com/photos/players/public/g-61061_100x130.png
335,187483,525650,J. Jensen-Abbew,Jonas,,Jensen-Abbew,187,80,2002-04-20,208,288,Defender,DF,DEF,right,7457,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-60498_100x130.png
335,187483,524508,M. Hansen,Mads Kristian,,Hansen,188,79,2002-07-28,208,208,Forward,FW,FWD,left,7458,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-60310_100x130.png
335,187483,524507,F. Christensen,Frederik Ørsøe,,Christensen,180,66,2002-06-07,208,208,Defender,DF,DEF,left,6725,,male,active,https://cdn5.wyscout.com/photos/players/public/g-60309_100x130.png
335,187483,523395,A. Ementa,Anosike Victor,,Ementa,202,84,2002-05-03,208,566,Forward,FW,FWD,right,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g-60127_100x130.png
335,187483,523113,L. Lykkegaard,Lucas,,Lykkegaard,176,68,2002-04-05,208,152,Defender,DF,DEF,right,28444,,male,active,https://cdn5.wyscout.com/photos/players/public/g-60020_100x130.png
335,187483,523107,A. Lind,Alexander,,Lind Rasmussen,185,84,2002-06-26,208,208,Forward,FW,FWD,right,3207,,male,active,https://cdn5.wyscout.com/photos/players/public/g-60017_100x130.png
335,187483,523101,A. Dahl,Anders,,Dahl,176,63,2002-05-01,208,208,Midfielder,MD,MID,right,7469,,male,active,https://cdn5.wyscout.com/photos/players/public/g-60011_100x130.png
335,187483,522679,C. Gedsted Hansen,Casper,,Gedsted Hansen,174,70,2002-02-04,208,208,Defender,DF,DEF,right,,,male,active,https://cdn5.wyscout.com/photos/players/public/g-59797_100x130.png
335,187483,521253,Y. Salech,Yousef,,Salech,195,83,2002-01-17,208,275,Forward,FW,FWD,right,6766,,male,active,https://cdn5.wyscout.com/photos/players/public/g-59046_100x130.png
335,187483,521242,M. Brems,Mathias,,Brems,191,71,2002-03-13,208,208,Defender,DF,DEF,left,7566,,male,active,https://cdn5.wyscout.com/photos/players/public/g-59035_100x130.png
335,188039,335707,F. Brandhof,Frederik,,Brandhof,182,77,1996-07-05,208,208,Midfielder,MD,MID,right,7457,,male,active,https://cdn5.wyscout.com/photos/players/public/g352877_100x130.png
335,188039,336214,M. Jensen,Magnus,,Jensen,196,85,1996-10-27,208,208,Defender,DF,DEF,right,7484,,male,active,https://cdn5.wyscout.com/photos/players/public/g355363_100x130.png
335,188039,338870,A. Selmani,Astrit,,Selmani,184,82,1997-05-13,752,1328,Forward,FW,FWD,right,11564,22124,male,active,https://cdn5.wyscout.com/photos/players/public/g355829_100x130.png
335,188039,340774,Y. Nadrani,Yahya,,Nadrani,183,78,1997-01-14,250,504,Defender,DF,DEF,right,65397,,male,active,https://cdn5.wyscout.com/photos/players/public/g365995_100x130.png
335,188039,345745,Pedro Ferreira,Pedro Miguel,,Dinis Ferreira,183,81,1998-01-05,620,620,Midfielder,MD,MID,right,9634,,male,active,https://cdn5.wyscout.com/photos/players/public/g374835_100x130.png
335,188039,347513,H. Andersson,Hugo,,Andersson,196,86,1999-01-01,752,752,Defender,DF,DEF,right,7462,,male,active,https://cdn5.wyscout.com/photos/players/public/g377451_100x130.png
335,188039,347591,F. Beijmo,Felix,,Beijmo,185,82,1998-01-31,752,752,Defender,DF,DEF,right,7457,,male,active,https://cdn5.wyscout.com/photos/players/public/g379259_100x130.png
335,188039,347356,O. Hedvall,Oscar,,Hedvall,195,86,1998-08-09,208,208,Goalkeeper,GK,GKP,left,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g379805_100x130.png
335,188039,347369,A. Muçolli,Agon,,Muçolli,172,72,1998-09-26,208,8,Forward,FW,FWD,right,7469,,male,active,https://cdn5.wyscout.com/photos/players/public/g379821_100x130.png
335,188039,347364,M. Brink,Mark,,Brink Christensen,174,73,1998-03-15,208,208,Midfielder,MD,MID,right,7458,,male,active,https://cdn5.wyscout.com/photos/players/public/g379823_100x130.png
335,188039,347372,M. Ramkilde,Marco,,Harboe Ramkilde,187,74,1998-05-09,208,208,Forward,FW,FWD,right,7464,,male,active,https://cdn5.wyscout.com/photos/players/public/g379855_100x130.png
335,188039,347371,A. Dreyer,Anders,,Dreyer,174,69,1998-05-02,208,208,Forward,FW,FWD,left,5068,,male,active,https://cdn5.wyscout.com/photos/players/public/g379857_100x130.png
335,188039,351054,K. Finnsson,Kolbeinn Birgir,,Finnsson,181,77,1999-08-25,352,352,Defender,DF,DEF,left,17,7839,male,active,https://cdn5.wyscout.com/photos/players/public/g384487_100x130.png
335,188039,356393,J. Bell,Joe,,Bell,182,77,1999-04-27,826,554,Midfielder,MD,MID,right,7100,10522,male,active,https://cdn5.wyscout.com/photos/players/public/g388939_100x130.png
335,188039,361096,M. Duelund,Mikkel,,Duelund,178,74,1997-06-29,208,208,Midfielder,MD,MID,right,7457,,male,active,https://cdn5.wyscout.com/photos/players/public/g389197_100x130.png
335,188039,363625,B. Riveros,Blás Miguel,,Riveros Galeano,178,68,1998-02-03,600,600,Defender,DF,DEF,left,12072,,male,active,https://cdn5.wyscout.com/photos/players/public/g398613_100x130.png
335,188039,363988,Evander,Evander,,da Silva Ferreira,180,76,1998-06-09,76,76,Midfielder,MD,MID,right,8113,,male,active,https://cdn5.wyscout.com/photos/players/public/g398758_100x130.png
335,188039,365445,J. Grot,Jay-Roy,,Grot,193,98,1998-03-13,528,740,Forward,FW,FWD,right,12807,,male,active,https://cdn5.wyscout.com/photos/players/public/g399770_100x130.png
335,188039,370269,M. Kiilerich,Malte,,Kiilerich Hansen,188,0,1995-10-16,208,208,Defender,DF,DEF,right,7490,,male,active,https://cdn5.wyscout.com/photos/players/public/g400150_100x130.png
335,188039,499133,M. Bobjerg,Marcus,,Bobjerg Jakobsen,188,76,1998-01-26,208,208,Goalkeeper,GK,GKP,right,7464,,male,active,https://cdn5.wyscout.com/photos/players/public/g401752_100x130.png
335,188945,37948,A. Finnbogason,Alfred,,Finnbogason,184,80,1989-02-01,352,352,Forward,FW,FWD,right,,7839,male,active,https://cdn5.wyscout.com/photos/players/public/55915_100x130.png
335,188945,14828,B. Kopplin,Björn,,Kopplin,184,80,1989-01-07,276,276,Defender,DF,DEF,right,7462,,male,active,https://cdn5.wyscout.com/photos/players/public/39132_100x130.png
335,188945,56124,D. Høegh,Daniel Mathias,,Høegh,190,79,1991-01-06,208,208,Defender,DF,DEF,right,7462,,male,active,https://cdn5.wyscout.com/photos/players/public/55269_100x130.png
335,188945,56038,J. Lössl,Jonas,,Lössl,195,89,1989-02-01,208,208,Goalkeeper,GK,GKP,right,7455,,male,active,https://cdn5.wyscout.com/photos/players/public/35473_100x130.png
335,188945,56050,M. Albæk,Mads ,,Winther Albæk,182,77,1990-01-14,208,208,Midfielder,MD,MID,left,2984,,male,active,https://cdn5.wyscout.com/photos/players/public/18649_100x130.png
335,188945,15083,R. Sukuta-Pasu,Richard,,Sukuta-Pasu,190,93,1990-06-24,276,180,Forward,FW,FWD,right,76264,,male,active,https://cdn5.wyscout.com/photos/players/public/25198_100x130.png
335,188945,77558,G. Sigurdsson,Gylfi Thór,,Sigurdsson,186,77,1989-09-08,352,352,Midfielder,MD,MID,right,7735,7839,male,active,https://cdn5.wyscout.com/photos/players/public/30662_100x130.png
335,188945,483,R. Ruiter,Robbin,,Ruiter,196,78,1987-03-25,528,528,Goalkeeper,GK,GKP,right,,,male,active,https://cdn5.wyscout.com/photos/players/public/26485_100x130.png
335,188945,55955,K. Hansen,Kian,,Hansen,184,74,1989-03-03,208,208,Defender,DF,DEF,right,7458,,male,active,https://cdn5.wyscout.com/photos/players/public/35472_100x130.png
335,188945,50800,M. Albornoz,Miiko Martín,,Albornoz Inola,180,80,1990-11-30,752,152,Defender,DF,DEF,left,7473,,male,active,https://cdn5.wyscout.com/photos/players/public/34912_100x130.png
335,188945,56643,E. Marxen,Erik,,Marxen,185,80,1990-12-02,208,208,Defender,DF,DEF,left,7458,,male,active,https://cdn5.wyscout.com/photos/players/public/52799_100x130.png
335,188945,56079,K. Mensah,Kevin,,Mensah,173,72,1991-05-15,208,288,Defender,DF,DEF,right,7453,,male,active,https://cdn5.wyscout.com/photos/players/public/54186_100x130.png
335,188945,56394,H. Dalsgaard,Henrik,,Dalsgaard,192,81,1989-07-27,208,208,Defender,DF,DEF,right,7457,,male,active,https://cdn5.wyscout.com/photos/players/public/35466_100x130.png
335,188945,3340,Muniesa,Marc,,Muniesa Martínez,180,74,1992-03-27,724,724,Defender,DF,DEF,left,16459,,male,active,https://cdn5.wyscout.com/photos/players/public/37350_100x130.png
335,188945,56365,M. Rømer,Marcel,,Rømer,181,80,1991-08-08,208,208,Midfielder,MD,MID,right,7484,,male,active,https://cdn5.wyscout.com/photos/players/public/47880_100x130.png
335,188945,56093,D. Jensen,David,,Jensen,195,92,1992-03-25,208,208,Goalkeeper,GK,GKP,right,7484,,male,active,https://cdn5.wyscout.com/photos/players/public/35478_100x130.png
335,188945,25741,Y. N'Gbakoto,Yeni Atito,,N'Gbakoto,173,69,1992-01-23,250,180,Forward,FW,FWD,right,7473,,male,active,https://cdn5.wyscout.com/photos/players/public/40800_100x130.png
